CWI_ID,TCMBank_ID,level1_name_en,level2_name,TCM_name,TCM_name_en,Herb_pinyin_name,Herb_latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id,Herb_ID
CWIHE000168,TCMBANKHE000168,,,,Siberian Knotweed,XI BO LI YA LIAO[YN,Polygonum sibiricum [Syn. Persicaria sibirica ],,,rhizome,"To course wind and clear heat, disinhibit water and disperse edema.","Red eyes with gall, damp itchy skin, edema, ascites (hydroperitoneum).",,,,,,3843,,,HERB005801
CWIHE000169,TCMBANKHE000169,,,美丽花楸,Showy Mountainsah ,,,,,,,,,,,,,,,,
CWIHE000170,TCMBANKHE000170,,,莱阳梨清膏,,LAI YANG LI QING GAO,Extractum Piri Laiyanensis,,,,,,,,,,,4969,,439,HERB003250
CWIHE000171,TCMBANKHE000171,,,溪流猪殃殃,River Bedstraw,XI LIU ZHU YANG YANG,Galium rivale,,,,,,,,,,,3746,,,HERB005845
CWIHE000172,TCMBANKHE000172,,,,Paene Milkwort,PEI NI YUAN ZHI,Polygala paenea,,,,,,,,,,,2458,,,HERB004332
CWIHE000173,TCMBANKHE000173,,,环状金丝桃,Circularity St.John’swort*,,,,,,,,,,,,,,,,
CWIHE000174,TCMBANKHE000174,,,八角莲,Dysosmae Verspiellis Rhixoma Et Radix,BA JIAO LIAN,,,,,,,,,Antipyretic Detoxicate Drugs,清热解毒药,SMHB00005,,5,,HERB000139
CWIHE000175,TCMBANKHE000175,,,瓦氏小蘗,Valdiv  Barberry ,,,,,,,,,,,,,,,,
CWIHE000176,TCMBANKHE000176,,,四基香肉果,Tetrabase Casimiroa*,,,,,,,,,,,,,,,,
CWIHE000177,TCMBANKHE000177,,,柠檬酸,Citric acid,NING MENG SUAN,Acidum Citricum,,,,,,,,,,,5175,,529,HERB004180
CWIHE000178,TCMBANKHE000178,,,金字塔型千里光,Pyramidal Groundsel*,,,,,,,,,,,,,,,,
CWIHE000179,TCMBANKHE000179,,,伯格斑鸠菊,Manysperma Bitterleaf,BO GE BAN JIU JU,Vernonia pogosperma,,,,,,,,,,,8105,,,HERB000507
CWIHE000180,TCMBANKHE000180,,,百里香叶穿心莲,Andrographis*,,,,,,,,,,,,,,,,
CWIHE000181,TCMBANKHE000181,,,大花黄花蒿,,DA HUA HUANG HUA HAO,,,,,,,,,,,,1383,,,HERB001050
CWIHE000182,TCMBANKHE000182,,,翼翅苓菊,Winged Jurinea*,,,,,,,,,,,,,,,,
CWIHE000183,TCMBANKHE000183,,,,Semiserration Eupatorium,BAN JU CHI ZHUANG ZE LAN,Eupatorium semiserratum,,,,,,,,,,,5452,,,HERB000321
CWIHE000184,TCMBANKHE000184,,,扁平桔,Orange,,,,,,,,,,,,,,,,
CWIHE000185,TCMBANKHE000185,,,密叶泥炭藓,NI TAN XIAN,SPHAGNUM CYMBIFOLIUM ] (SPHAGNACEAE),Sphagnum palustre [Syn. Sphagnum obtusifolium,,,plant body,"To clear heat and brighten eyes, relieve itch.","Eye screen, skin diseases, insect bites with itching.",,,,,,1319,,,HERB005275
CWIHE000186,TCMBANKHE000186,,,,Extreme-fragrant Tailgrape,JI XIANG YING ZHAO,Artabotrys odoratissimus,,,,,,,,,,,8003,,,HERB002709
CWIHE000187,TCMBANKHE000187,,,美洲甘草,Scale Licorice*,,,,,,,,,,,,,,,,
CWIHE000188,TCMBANKHE000188,,,野巅茄,Soda-apple Nightshade ,,,,,,,,,,,,,,,,
CWIHE000189,TCMBANKHE000189,,,纽西兰叶苔,,,,,,,,,,,,,,,,,
CWIHE000190,TCMBANKHE000190,,,菖蒲,rhizome of Grassleaf sweetflag.,CHANG PU,Rhizoma Acori graminei,Warm; Pungent; Bitter,Stomach; Heart,Acorus gramineus Soland,,,,,,,,1235,,83,HERB000702
CWIHE000191,TCMBANKHE000191,tonifying and replenishing medicinal,1.补气药(15-15),人蔘,Panax ginseng,,,,,,,,,,,,,,,,
CWIHE000192,TCMBANKHE000192,,,马督拉猪屎豆,Madura Crotalaria,MA DU LA ZHU SHI DOU,Crotalaria madurensis,,,,,,,,,,,3566,,,HERB003649
CWIHE000193,TCMBANKHE000193,,,科拉藤黄,Kola  Garcinia* ,,,,,,,,,,,,,,,,
CWIHE000194,TCMBANKHE000194,,,,Cinnabar Persimmon,ZHU HONG SHI,Diospyros cinnabarina,,,,,,,,,,,4822,,,HERB007104
CWIHE000195,TCMBANKHE000195,,,栽种榔色木,Cultivated Langsat*,,,,,,,,,,,,,,,,
CWIHE000196,TCMBANKHE000196,,,炙百合,Prepared Bulb of Greenish Lily,ZHI BAI HE,Bulbus Lilii Preparata,Minor cold; Sweet,Heart,Lilium brownii var. viridulum Baker.; Lilium pumilum DC.;Lilium lancifolium Thunb.,"1. To moisurize the lung and relieve cough (lung-dryness with cough and hemoptysis). 2. To relieve cardiac heat and tranquilize the mind (convalescence of febrile diseases or yin-deficiency with heat manifested as irritability, insomnia, dreaminess, palpitation and absent-mindedness).","1. To moisurize the lung and relieve cough (lung-dryness with cough and hemoptysis). 2. To relieve cardiac heat and tranquilize the mind (convalescence of febrile diseases or yin-deficiency with heat manifested as irritability, insomnia, dreaminess, palpi",,,For tonifying weakness,补虚,,4423,,838,HERB006977
CWIHE000197,TCMBANKHE000197,,,尼泊金乙酯,,NI BO JIN YI ZHI,Ethylnipagin,,,,,,,,,,,7952,,528,HERB004147
CWIHE000198,TCMBANKHE000198,,,,Palillo (in local names),CHAMPA,Campomanesia lineatifolia,,,,,,,,,,,3424,,,HERB000644
CWIHE000199,TCMBANKHE000199,,,克氏美登木,Krukov Mayten*,,,,,,,,,,,,,,,,
CWIHE000200,TCMBANKHE000200,,,波斯阿魏变种,Persia Giantfennel Variety*,,,,,,,,,,,,,,,,
CWIHE000201,TCMBANKHE000201,,,藿香根,Agastache rugosa (Fisch.et Mey.) O. Ktze,HUO XIANG GEN,,,,,,,,,,,,2985,,,HERB002645
CWIHE000202,TCMBANKHE000202,,,细叶小蘗,Poiret  Barberry ,,,,,,,,,,,,,,,,
CWIHE000203,TCMBANKHE000203,,,伞形胡椒,Umbellate Pepper*,,,,,,,,,,,,,,,,
CWIHE000204,TCMBANKHE000204,,,猕猴桃藤中汁,,MI HOU TAO TENG ZHONG ZHI,,,,,,,,,,,,970,,,HERB003925
CWIHE000205,TCMBANKHE000205,,,大叶树兰,Largeleaf Aglaia*,,,,,,,,,,,,,,,,
CWIHE000206,TCMBANKHE000206,,,披针杜茎山,Lanceolate Maesa*,,,,,,,,,,,,,,,,
CWIHE000207,TCMBANKHE000207,,,饴糖,moltose,YI TANG,Saccharum granorum,Warm; Sweet,Lung; Spleen; Stomach,,For tonifying qi,,,,For tonifying weakness,补虚,,1813,,801,HERB006546
CWIHE000208,TCMBANKHE000208,,,野生马,,YE SHENG MA,,,,,,,,,,,,1490,,,HERB006484
CWIHE000209,TCMBANKHE000209,,,,Japanese Os munda Frond,ZI QI,Osmunda japonica,,,rhizome,"To clear heat and resolve toxin, dispel stasis and stanch bleeding, kill worms.","Influenza, epidemic encephalitis, parotitis, swelling toxin of welling abscess and sore, measles papules, varicella, dysentery, blood ejection, spontaneous external bleeding, hematochezia, flooding and spotting, vaginal discharge, intestinal parasitic disease.",,,,,,5885,,,HERB007198
CWIHE000210,TCMBANKHE000210,,,,Ombutree Pokeberry,A GEN TING SHANG LU,Phytolacca dioica,,,,,,,,,,,1103,,,HERB000013
CWIHE000211,TCMBANKHE000211,,,蛇形林生脚骨脆,Lingual Forest-in Casearia,SHE XING LIN SHENG JIAO GU CUI,Casearia sylvestris var. lingua,,,,,,,,,,,7012,,,HERB004992
CWIHE000212,TCMBANKHE000212,,,扑尔敏,Chlorpheniramine maleate,PU ER MIN,Chlorpheniramini Maleas,,,, ,,,,,,,6334,,549,HERB004395
CWIHE000213,TCMBANKHE000213,,,樗,,,,,,,,,,,,,,,,,
CWIHE000214,TCMBANKHE000214,,,莪术,Zedoray Rhizome,E ZHU,Rhizoma Curcumae,Warm; Pungent; Bitter,Spleen; Liver,,"To promote the flow of qi and eliminate blood stasis with strong effect, and to relieve pain by removing the stagnation of undigested food.","1. Its volatile oil and its components curcumenol, curdione and B-elemene destroy directly the Ehrlich-Ascites tumor and leukemia615 in mice. 2. Promoting phagocytosis of monocytes. 3. Dilating peripheral blood vessels, inhibiting aggregation of thrombocytes and thrombosis, and improving microcirculation.",,"1. Its volatile oil and its components curcumenol, curdione and B-elemene destroy directly the Ehrlich-Ascites tumor and leukemia615 in mice. 2. Promoting phagocytosis of monocytes. 3. Dilating peripheral blood vessels, inhibiting aggregation of thrombocy",Blood Activating Stasis Removing Drugs,活血祛瘀药,SMHB00117,5869,117,234,HERB001579
CWIHE000215,TCMBANKHE000215,,,多花白坚木,Multiflower White Quebracho*,,,,,,,,,,,,,,,,
CWIHE000216,TCMBANKHE000216,,,南非丛生蜡菊,South-Africa Tufted Everlasting*,,,,,,,,,,,,,,,,
CWIHE000217,TCMBANKHE000217,,,印度块菌,Indian Truffle,,,,,,,,,,,,,,,,
CWIHE000218,TCMBANKHE000218,,,,Viscid Wormwood,NIAN HAO,Artemisia cana ssp. viscidula,,,,,,,,,,,4124,,,HERB004161
CWIHE000219,TCMBANKHE000219,,,毛更细线,Hairstalk St. Paulswort,,,,,,,,,,,,,,,,
CWIHE000220,TCMBANKHE000220,,,三七叶,Folium Panax notoginseng,SAN QI YE,,,,,,,,,,,,3617,,,HERB004787
CWIHE000221,TCMBANKHE000221,,,,Douglas Wormwood,DAO SHI HAO,Artemisia douglasiana,,,,,,,,,,,4778,,,HERB001221
CWIHE000222,TCMBANKHE000222,,,宾夕法尼亚苍耳,Pennsylvanian Cocklebur* ,,,,,,,,,,,,,,,,
CWIHE000223,TCMBANKHE000223,,,粗柄铁线莲,Clematis crassipes,CU BING TIE XIAN LIAN,,,,,,,,,,,,1087,,,HERB000961
CWIHE000224,TCMBANKHE000224,,,,Russian Hogfennel,E GUO QIAN HU,Peucedanum ruthenicum,,,,,,,,,,,3707,,,HERB001562
CWIHE000225,TCMBANKHE000225,,,簇生凹顶藻,Cluster Concave-top Alga*,,,,,,,,,,,,,,,,
CWIHE000226,TCMBANKHE000226,,,楝科,,,,,,,,,,,,,,,,,
CWIHE000227,TCMBANKHE000227,,,聚花黄檀,Congested-flower Rosewood*,,,,,,,,,,,,,,,,
CWIHE000228,TCMBANKHE000228,,,短角金粉蕨,,,,,,,,,,,,,,,,,
CWIHE000229,TCMBANKHE000229,,,多直枝藤黄,,,,,,,,,,,,,,,,,
CWIHE000230,TCMBANKHE000230,,,费城酸浆,Philadelphia Groundcherry*,,,,,,,,,,,,,,,,
CWIHE000231,TCMBANKHE000231,,,,Ewers Stonecrop,YI WO SI JING TIAN,Sedum ewersii,,,,,,,,,,,4920,,,HERB006549
CWIHE000232,TCMBANKHE000232,,,川射干,Iridis Tectori Rhizoma,CHUAN SHE GAN,,,,,,,,,Antipyretic Detoxicate Drugs,清热解毒药,SMHB00075,,75,,HERB000879
CWIHE000233,TCMBANKHE000233,,,澳大利亚赝靛,,,,,,,,,,,,,,,,,
CWIHE000234,TCMBANKHE000234,,,宁卞毅太,,,,,,,,,,,,,,,,,
CWIHE000235,TCMBANKHE000235,,,,Henry St. Johnswort,,,,,,,,,,,,,,,,
CWIHE000236,TCMBANKHE000236,,,芒果叶,Mango Leaf ,,,,,,,,,,,,,,,,
CWIHE000237,TCMBANKHE000237,,,乱也藤黄,Ovateleaf Garcinia,LUAN YE TENG HUANG,Garcinia ovalifolia,,,,,,,,,,,3810,,,HERB003563
CWIHE000238,TCMBANKHE000238,,,日本双蝴蝶*,Japanese Dualbutterfly*,,,,,,,,,,,,,,,,
CWIHE000239,TCMBANKHE000239,,,龙树杜鹃,Przewallsk Rhododendron,LONG SHU DU JUAN,Rhododendron przewalskii,,,leaf,"To clear lung, relieve cough and transform phlegm.","Cough and asthma, abundant and sticky phlegm.",,,,,,1604,,,HERB003488
CWIHE000240,TCMBANKHE000240,,,皂荚 ,Chinese HoneyIocust,,,,,,,,,,,,,,,,
CWIHE000241,TCMBANKHE000241,,,,Chachi Citrus Pericarp Equivalent plant: Citrus tankan,GAN PI,Citrus chachiensis,,,pericarp,"To precipitate qi and regulate center, transform phlegm, arouse liquor.","Dietary imbalance after illness, qi ascent with vexation and fullness, liquor damage with thirst.",,,,,,6603,,,HERB001795
CWIHE000242,TCMBANKHE000242,,,紫贝齿,Purple cowrie shell,ZI BEI CHI,Concha Mauritiae Arabicae,Mild; Salty,Liver,,"Treatment of: 1. Palpitations, irritability, insomnia, dream-disturbed sleep or infantile convulsions due to high fever. Purple cowrie shell (Zibeichi) is used with Coptis root (Huanglian), Mother-of-pearl (Zhenzhumu) and Antelope's horn (Lingyangjiao). 2. Wind and heat in the liver meridian manifested as red, swollen and painful eyes or visual obstruction, or hyperactivity of liver yang manifested as dizziness, vertigo and headache. Purple cowrie shell (Zibeichi) is used with Chrysanthemum flower (Juhua), Mulberry leaf (Sangye) and Uncaria stem (Gouteng).","Treatment of: 1. Palpitations, irritability, insomnia, dream-disturbed sleep or infantile convulsions due to high fever. Purple cowrie shell (Zibeichi) is used with Coptis root (Huanglian), Mother-of-pearl (Zhenzhumu) and Antelope's horn (Lingyangjiao). 2",,,For calming liver and containing wind,平肝息风,,4589,,891,HERB007152
CWIHE000243,TCMBANKHE000243,,,山羊黄漆,,SHAN YANG HUANG QI,Astragalus caprinus,,,,,,,,,,,3962,,,HERB004935
CWIHE000244,TCMBANKHE000244,,,蛇果黄菫,,,,,,,,,,,,,,,,,
CWIHE000245,TCMBANKHE000245,,,钝形白叶藤,Obtuse Cryptolepis*,,,,,,,,,,,,,,,,
CWIHE000246,TCMBANKHE000246,,,,Foochow Yam ,,,,,,,,,,,,,,,,
CWIHE000247,TCMBANKHE000247,,,,Hardhilum Coralbean,YING HE CI TONG,Erythrina lithosperma,,,,,,,,,,,3482,,,HERB006643
CWIHE000248,TCMBANKHE000248,,,荷苞地不容,,,,,,,,,,,,,,,,,
CWIHE000249,TCMBANKHE000249,,,食虫谷精属,,,,,,,,,,,,,,,,,
CWIHE000250,TCMBANKHE000250,,,莱菔叶,Folium Raphani sativi,LAI FU YE,,,,,,,,,,,,3909,,,HERB003244
CWIHE000251,TCMBANKHE000251,,,棣棠草,Japanese Hypecoum*,,,,,,,,,,,,,,,,
CWIHE000252,TCMBANKHE000252,,,喙状九节,Rostral Ninenode*,,,,,,,,,,,,,,,,
CWIHE000253,TCMBANKHE000253,,,,Mastic Juniper,RU XIANG BAI,Juniperus thurifera,,,,,,,,,,,1551,,,HERB004720
CWIHE000254,TCMBANKHE000254,,,夹竹桃科属（夹竹桃科）,,,,,,,,,,,,,,,,,
CWIHE000255,TCMBANKHE000255,,,车前与车前草,Herba Plantaginis,CHE QIAN YU CHEN QIAN CAO,,,,,,,,,,,,2463,,,HERB000769
CWIHE000256,TCMBANKHE000256,,,白花蛇,Bungarus Minimus,BAI HUA SHE,Bungarus Parvus,,,Bungarus multicinctus multicinctus Blyth.,"Treatment of rheumatism, especially the intractable cases and those with wandering arthralgia, numbness of the extremities and muscular spasm, also for apoplexy complicated by distortion of face and hemiplegia. Treatment of infantile convulsion, tetanus and convulsion after apoplexy. Treatment of itching induced by scabies, tinea infection and urticaria. Treatment of leprosy, scrofula, and aevere skin infections.","1. Analgesic, sedative. 2. Hypotensive owing to its vasodilative effect.",,"1. Analgesic, sedative. 2. Hypotensive owing to its vasodilative effect.",For dispelling wind-dampness,祛风湿,,2338,,900,HERB000206
CWIHE000257,TCMBANKHE000257,,,扁豆花,flower of Hyacinth Dolichos,BIAN DOU HUA,Flos Dolichoris,Mild; Sweet,,,To strengthen the spleen and transform dampness,"To clear summer-heat and eliminate dampness from the upper-jiao, invigorate the spleen and strengthen the stomach: For summer heat-dampness syndrome with feeling of oppression in the chest, dysuria and diarrhea, vomiting, diarrhea and dysentery of dampnes",,,Dampness Removing Drugs,化湿药,SMHB00046,1390,46,58,HERB000453
CWIHE000258,TCMBANKHE000258,,,黄花蒿子,Artemisia annua L,HUANG HUA HAO ZI,,,,,,,,,,,,5649,,,HERB002516
CWIHE000259,TCMBANKHE000259,,,原鸡,Gallus gallus (Linnaeus),YUAN JI,,,,,,,,,,,,4095,,,HERB006777
CWIHE000260,TCMBANKHE000260,,,四棱泽兰,Four-arris Eupatorium*,,,,,,,,,,,,,,,,
CWIHE000261,TCMBANKHE000261,,,大叶钩藤根,Uncaria macrophyllaWall,DA YE GOU TENG GEN,,,,,,,,,,,,2101,,,HERB001126
CWIHE000262,TCMBANKHE000262,,,,Chirata Swertia,ZHAI RUI TA ZHANG YA CAI,Swertia chirata,,,,,,,,,,,4271,,,HERB006910
CWIHE000263,TCMBANKHE000263,,,印度橘,,YIN DU JU,,,,,,,,,,,,4975,,,HERB006599
CWIHE000264,TCMBANKHE000264,,,东北石杉,Northeast Clubmos*,,,,,,,,,,,,,,,,
CWIHE000265,TCMBANKHE000265,,,,Winter Lemongrass,WEN TE XIANG MAO,Cymbopogon winterianus,,,,,,,,,,,7783,,,HERB005681
CWIHE000266,TCMBANKHE000266,,,巴西耳叶苔,Brazilian Ear-leaf Muscus*,,,,,,,,,,,,,,,,
CWIHE000267,TCMBANKHE000267,,,扇山姜,Flabellate Galangal*,,,,,,,,,,,,,,,,
CWIHE000268,TCMBANKHE000268,,,薰衣草,,,,,,,,,,,,,,,,,
CWIHE000269,TCMBANKHE000269,,,水养猪业,Bitter Willow Branch-leaf,,,,,,,,,,,,,,,,
CWIHE000270,TCMBANKHE000270,,,,Crepinl eaf Erysimum,HUAN YANG SHEN YE TANG JIE,Erysimum crepidifolium,,,,,,,,,,,8045,,,HERB002480
CWIHE000271,TCMBANKHE000271,,,木瓜核,Semen Chaenomelis speciosae,MU GUA HE,,,,,,,,,,,,2996,,,HERB004023
CWIHE000272,TCMBANKHE000272,,,,Shrubby Holly,GUAN CONG DONG QING,Ilex dumosa,,,,,,,,,,,8189,,,HERB001961
CWIHE000273,TCMBANKHE000273,,,,Shining Adinandra,GUANG LIANG YANG TONG,Adinandra nitida,,,,,,,,,,,6084,,,HERB002012
CWIHE000274,TCMBANKHE000274,,,莱克巴豆,Lechler Croton*,,,,,,,,,,,,,,,,
CWIHE000275,TCMBANKHE000275,,,米花豚草,Denseflower Ragweed,MI HUA TUN CAO,Ambrosia confertiflora,,,,,,,,,,,4046,,,HERB003932
CWIHE000276,TCMBANKHE000276,,,芒根,Chinese SiIvergrass,,,,,,,,,,,,,,,,
CWIHE000277,TCMBANKHE000277,,,,Lobelia Falsehellebore,BAN BIAN LIAN ZHUANG LI LU,Veratrum album var. lobelianum [Syn. Veratrum lobelianum],,,root and rhizome,"To relieve pain, kill worms and ejection.","Wind-damp impediment pain, knocks and falls, scab and lichen, malign sore, mania and withdrawal with congesting phlegm.",,,,,,5724,,,HERB000313
CWIHE000278,TCMBANKHE000278,,,马岛臭檀,Madagascar Evodia*,,,,,,,,,,,,,,,,
CWIHE000279,TCMBANKHE000279,,,史特克（氏）青霉菌,,,,,,,,,,,,,,,,,
CWIHE000280,TCMBANKHE000280,,,蓼蓝,,LIAO LAN,,,,,,,,,,,,3227,,,HERB003401
CWIHE000281,TCMBANKHE000281,,,绳藻,,,,,,,,,,,,,,,,,
CWIHE000282,TCMBANKHE000282,,,红三叶草,,HONG SAN YE CAO,,,,,,,,,,,,1515,,,HERB002317
CWIHE000283,TCMBANKHE000283,,,埃利斯多孔菌,Ellisi Porous Agaric,AI LI SI DUO KONG JUN,Polyporus ellisii,,,,,,,,,,,7592,,,HERB000048
CWIHE000284,TCMBANKHE000284,,,杂交莸,Hybrid Bluebeard*,,,,,,,,,,,,,,,,
CWIHE000285,TCMBANKHE000285,,,三百银,Marsdenia sinensis Hemsl.,SAN BAI YIN,,,,,,,,,,,,6290,,,HERB004753
CWIHE000286,TCMBANKHE000286,,,乌贼骨,"Cuttlefish bone, Cuttlebone",WU ZEI GU,Os Sepiae seu SepiellaeZoological Name,Minor Warm; Salty,Stomach; Liver,,"Treatment of: 1. Hemorrhage. Cuttlefish bone (Wuzeigu) is used with Rubia root (Qiancao), Carbonized petiole of windmill palm (Zonglutan) and Donkey hide gelatin (Ejiao). Cuttlefish bone (Wuzeigu) can be used alone for bleeding due to external injuries. 2. Deficiency of the kidneys manifested as seminal emissions or leukorrhea. Cuttlefish bone (Wuzeigu) is used with Dogwood fruit (Shanzhuyu), Dioscorea (Shanyao), Dadder seed (Tusizi) and Oyster shell (Muli). 3. Stomach pain and acid regurgitation. Cuttlefish bone (Wuzeigu) is used with Tendrilled fritillary bulb (Chuanbeimu) in the formula Wu Bei San. 4. Eczema or chronic ulcers. Cuttlefish bone (Wuzeigu) is used with Phellodendron bark (Huangbai) and Natural indigo (Qingdai) for external use in powder form.","Treatment of: 1. Hemorrhage. Cuttlefish bone (Wuzeigu) is used with Rubia root (Qiancao), Carbonized petiole of windmill palm (Zonglutan) and Donkey hide gelatin (Ejiao). Cuttlefish bone (Wuzeigu) can be used alone for bleeding due to external injuries. 2",,,Astriction,收涩,,6443,,732,HERB005777
CWIHE000287,TCMBANKHE000287,,,,Hindu Datura  Root ,,,,,,,,,,,,,,,,
CWIHE000288,TCMBANKHE000288,,,,Fructus Citri reticulatae,JU,,,,,,,,,,,,7469,,,HERB003016
CWIHE000289,TCMBANKHE000289,,,杨梅核仁,Semen Myricae rubrae,YANG MEI HE REN,,,,,,,,,,,,4620,,,HERB006392
CWIHE000290,TCMBANKHE000290,,,紫背黄芩,Discolored Skullcap,ZI BEI HUANG QIN,Scutellaria discolor,,,whole herb,"To resolve exterior and abate fever, relieve cough, clear heat and resolve toxin.","Common cold with fever, swelling pain in throat, vomiting diarrhea with abdominal pain, vacuity taxation cough, heat toxin sore and welling abscess, otitis media.",,,,,,1925,,,HERB007153
CWIHE000291,TCMBANKHE000291,,,,Southern-Spain Hawksbeard,NAN XI BAN YA HUAN YANG SHEN,Crepis tingitana,,,,,,,,,,,1057,,,HERB004119
CWIHE000292,TCMBANKHE000292,,,洋红羶,Thellung  Pimpinella ,,,,,,,,,,,,,,,,
CWIHE000293,TCMBANKHE000293,,,繸状芸香,Syrian  Rue* ,,,,,,,,,,,,,,,,
CWIHE000294,TCMBANKHE000294,,,东毒茴,Religious Anisetree*,,,,,,,,,,,,,,,,
CWIHE000295,TCMBANKHE000295,,,毛黄檗,Hairy  Corktree* ,,,,,,,,,,,,,,,,
CWIHE000296,TCMBANKHE000296,,,心形瓣哥纳香,Cardia-petal Goniothalamus*,,,,,,,,,,,,,,,,
CWIHE000297,TCMBANKHE000297,,,喀麦隆辛佛尼阿*,Cameroon Symphonia*,,,,,,,,,,,,,,,,
CWIHE000298,TCMBANKHE000298,,,铁棒锤叶,Leaf of Pendulous Monkshood,TIE BANG CHUI YE,Folium Aconiti Szechenyiani,,,Aconitum szecehnyianum Gay;Aconitum flavum Hand.-Mazz,,,,,,,,4416,,697,HERB005495
CWIHE000299,TCMBANKHE000299,,,克拉基胡椒,,,,,,,,,,,,,,,,,
CWIHE000300,TCMBANKHE000300,,,灌丛香科科*,Fluticose Germander*,,,,,,,,,,,,,,,,
CWIHE000301,TCMBANKHE000301,,,白饭树,Securinega virosa (Roxb. ex Willd.) Baill.,BAI FAN SHU,,,,,,,,,,,,4185,,,HERB000179
CWIHE000302,TCMBANKHE000302,,,苍白器舌苔,,,,,,,,,,,,,,,,,
CWIHE000303,TCMBANKHE000303,,,肉毛山黧豆,Pilosity Peavine,ROU MAO SHAN LI DOU,Lathyrus palustris var. pilosus,,,,,,,,,,,6114,,,HERB004705
CWIHE000304,TCMBANKHE000304,,,自卑黄芩,Discolored Skullcap*,,,,,,,,,,,,,,,,
CWIHE000305,TCMBANKHE000305,,,"胡枝子属,豆科",,,,,,,,,,,,,,,,,
CWIHE000306,TCMBANKHE000306,,,霹雳罗芙木,Perak  Devilpepper ,,,,,,,,,,,,,,,,
CWIHE000307,TCMBANKHE000307,,,多刺柴胡,Spiny Thorowax*,,,,,,,,,,,,,,,,
CWIHE000308,TCMBANKHE000308,,,大化五味子,Bigflower Magnoliavine*,,,,,,,,,,,,,,,,
CWIHE000309,TCMBANKHE000309,,,小波斯石蒜,Small Ungernia*,,,,,,,,,,,,,,,,
CWIHE000310,TCMBANKHE000310,,,伯利恒之星,,,,,,,,,,,,,,,,,
CWIHE000311,TCMBANKHE000311,,,自消容,Caulis et Folium Crotalaria assamicae,ZI XIAO RONG,,,,,,,,,,,,8060,,,HERB007228
CWIHE000312,TCMBANKHE000312,,,炙甘草,Prepared Liauorice Root,ZHI GAN CAO,Radix Glycyrrhizae Preparata,Mild; Sweet,Lung; Spleen; Stomach; Heart,Radix Glycyrrhizae.,"Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia.","Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia.",,,For tonifying weakness,补虚,,6345,,849,HERB006990
CWIHE000313,TCMBANKHE000313,,,农吉利,Purpleflower Crotalaria Herb,NONG JI LI,Herba Crotalariae,,,Crotalaria sessiliflora L.,For carcinoma of skin and cervix.,"1. Monocrotaline is an anticarcinogenic component which inhibits the synthesis of DNA and RNA. 2. Its extract relieves cough and dyspnea. 3. The metabolite of monocrotaline in liver has the toxic effect similar to alkylating agents, which impairs the digestive tract, liver, kidney and hematopoietic system.",,"1. Monocrotaline is an anticarcinogenic component which inhibits the synthesis of DNA and RNA. 2. Its extract relieves cough and dyspnea. 3. The metabolite of monocrotaline in liver has the toxic effect similar to alkylating agents, which impairs the dige",Antitumor,抗肿瘤,,8072,,1017,HERB004232
CWIHE000314,TCMBANKHE000314,,,甲类决明,Garretti Senna,JIA LEI JUE MING,Cassia garrettiana,,,,,,,,,,,2673,,,HERB002751
CWIHE000315,TCMBANKHE000315,,,不等红厚壳,Disparate Beautyleaf*,,,,,,,,,,,,,,,,
CWIHE000316,TCMBANKHE000316,,,梅州甘草,Scale Licorice,MEI ZHOU GAN CAO,Glycyrrhiza lepidota,,,,,,,,,,,1170,,,HERB003883
CWIHE000317,TCMBANKHE000317,,,炙全蝎,Prepared Scorpion,ZHI QUAN XIE,Scorpio Preparata,Mild; Pungent,Liver,Buthus martensii karsch,"Treatment of infantile convulsion, twitching, spasm, apoplectic hemiplegia, tetanus, chronic arthritis, headache or migraine, sores, scrofula.","1. Anti-convulsive and sedative.2. Exerting significant and prolong hypotensive effect.3. Buthotoxin can induce respiratory paralysis, salivation and convulsion.",Toxic,"1. Anti-convulsive and sedative.2. Exerting significant and prolong hypotensive effect.3. Buthotoxin can induce respiratory paralysis, salivation and convulsion.",For calming liver and containing wind,平肝息风,,6907,,866,HERB007027
CWIHE000318,TCMBANKHE000318,,,宪庚西线,Glandularstalk St. Paulswort,,,,,,,,,,,,,,,,
CWIHE000319,TCMBANKHE000319,,,大黑头草,Herba Elsholtziae penduliflorae,DA HEI TOU CAO,,,,,,,,,,,,1375,,,HERB001042
