CWI_ID,TCMBank_ID,Gene_name,Gene_alias,Description,Map_location,Gene_Type,TTD_gene_type
CWITA000173,TCMBANKGE000173,BRAF,B-RAF1; B-raf; BRAF1; NS7; RAFB1,"B-Raf proto-oncogene, serine/threonine kinase",7q34,protein-coding,Successful target
CWITA000174,TCMBANKGE000174,MSTN,GDF8; MSLHP,myostatin,2q32.2,protein-coding,Clinical Trial target
CWITA000175,TCMBANKGE000175,FBXW7,AGO; CDC4; FBW6; FBW7; FBX30; FBXO30; FBXW6; SEL-10; SEL10; hAgo; hCdc4,F-box and WD repeat domain containing 7,4q31.3,protein-coding,Research target
CWITA000176,TCMBANKGE000176,RRN3,A-270G1.2; TIFIA,"RRN3 homolog, RNA polymerase I transcription factor",16p13.11,protein-coding,/
CWITA000177,TCMBANKGE000177,NOP2,NOL1; NOP120; NSUN1; p120,NOP2 nucleolar protein,12p13.31,protein-coding,Research target
CWITA000178,TCMBANKGE000178,WDR12,YTM1,WD repeat domain 12,2q33.2,protein-coding,/
CWITA000179,TCMBANKGE000179,CT45A2,CT45-2; CT45.2; CT45A8; CT45A9,cancer/testis antigen family 45 member A2,Xq26.3,protein-coding,/
CWITA000180,TCMBANKGE000180,TCF4,CDG2T; E2-2; FECD3; ITF-2; ITF2; PTHS; SEF-2; SEF2; SEF2-1; SEF2-1A; SEF2-1B; SEF2-1D; TCF-4; bHLHb19,transcription factor 4,18q21.2,protein-coding,/
CWITA000181,TCMBANKGE000181,PIM1,PIM,"Pim-1 proto-oncogene, serine/threonine kinase",6p21.2,protein-coding,Clinical Trial target
CWITA000182,TCMBANKGE000182,B4galnt2,AI593864; Dlb-1; Dlb1; Galg2; Galgt2; Ggm3; Igf2bp1,"beta-1,4-N-acetyl-galactosaminyl transferase 2",11 D|11 59.02 cM,protein-coding,/
CWITA000183,TCMBANKGE000183,D7Zem2,Igf2; MAR2,"DNA segment, Chr 7, Zemel 2",-,unknown,/
CWITA000184,TCMBANKGE000184,IGF2BP1,CRD-BP; CRDBP; IMP-1; IMP1; VICKZ1; ZBP1,insulin like growth factor 2 mRNA binding protein 1,17q21.32,protein-coding,/
CWITA000185,TCMBANKGE000185,D7Zem3,Igf2; MAR3,"DNA segment, Chr 7, Zemel 3",-,unknown,/
CWITA000186,TCMBANKGE000186,IGF2,C11orf43; GRDF; IGF-II; PP9974,insulin like growth factor 2,11p15.5,protein-coding,Clinical Trial target
CWITA000187,TCMBANKGE000187,D7Zem1,Igf2; MAR1,"DNA segment, Chr 7, Zemel 1",-,unknown,/
CWITA000188,TCMBANKGE000188,TNFRSF25,APO-3; DDR3; DR3; GEF720; LARD; PLEKHG5; TNFRSF12; TR3; TRAMP; WSL-1; WSL-LR,TNF receptor superfamily member 25,1p36.31,protein-coding,/
CWITA000189,TCMBANKGE000189,TICAM1,IIAE6; MyD88-3; PRVTIRB; TICAM-1; TRIF,toll like receptor adaptor molecule 1,19p13.3,protein-coding,Patented target
CWITA000190,TCMBANKGE000190,SMPD1,ASM; ASMASE; NPD,sphingomyelin phosphodiesterase 1,11p15.4,protein-coding,/
CWITA000191,TCMBANKGE000191,GUCY2C,DIAR6; GC-C; GUC2C; MECIL; MUCIL; STAR,guanylate cyclase 2C,12p12.3,protein-coding,Successful target
CWITA000192,TCMBANKGE000192,CDH5,7B4; CD144,cadherin 5,16q21,protein-coding,Research target
CWITA000193,TCMBANKGE000193,USP32,NY-REN-60; USP10,ubiquitin specific peptidase 32,17q23.1-q23.2,protein-coding,/
CWITA000194,TCMBANKGE000194,G3BP1,G3BP; HDH-VIII,G3BP stress granule assembly factor 1,5q33.1,protein-coding,Research target
CWITA000195,TCMBANKGE000195,RASA1,CM-AVM; CMAVM; CMAVM1; GAP; PKWS; RASA; RASGAP; p120; p120GAP; p120RASGAP,RAS p21 protein activator 1,5q14.3,protein-coding,Research target
CWITA000196,TCMBANKGE000196,FAS,ALPS1A; APO-1; APT1; CD95; FAS1; FASTM; TNFRSF6,Fas cell surface death receptor,10q23.31,protein-coding,Clinical Trial target
CWITA000197,TCMBANKGE000197,KCNJ11,BIR; HHF2; IKATP; KIR6.2; MODY13; PHHI; PNDM2; TNDM3,potassium inwardly rectifying channel subfamily J member 11,11p15.1,protein-coding,Research target
CWITA000198,TCMBANKGE000198,KCNMA1,BKTM; CADEDS; IEG16; KCa1.1; LIWAS; MaxiK; PNKD3; SAKCA; SLO; SLO-ALPHA; SLO1; bA205K10.1; hSlo; mSLO1,potassium calcium-activated channel subfamily M alpha 1,10q22.3,protein-coding,Research target
CWITA000199,TCMBANKGE000199,ICAM1,BB2; CD54; P3.58,intercellular adhesion molecule 1,19p13.2,protein-coding,Successful target
CWITA000200,TCMBANKGE000200,CYP1B1,ASGD6; CP1B; CYPIB1; GLC3A; P4501B1,cytochrome P450 family 1 subfamily B member 1,2p22.2,protein-coding,Clinical Trial target
CWITA000201,TCMBANKGE000201,ESR1,ER; ESR; ESRA; ESTRR; Era; NR3A1,estrogen receptor 1,6q25.1-q25.2,protein-coding,Successful target
CWITA000202,TCMBANKGE000202,RUNX2,AML3; CBF-alpha-1; CBFA1; CCD; CCD1; CLCD; OSF-2; OSF2; PEA2aA; PEBP2aA,RUNX family transcription factor 2,6p21.1,protein-coding,Research target
CWITA000203,TCMBANKGE000203,KHSRP,FBP2; FUBP2; KSRP; p75,KH-type splicing regulatory protein,19p13.3,protein-coding,/
CWITA000204,TCMBANKGE000204,CXCL8,GCP-1; GCP1; IL8; LECT; LUCT; LYNAP; MDNCF; MONAP; NAF; NAP-1; NAP1; SCYB8,C-X-C motif chemokine ligand 8,4q13.3,protein-coding,Successful target
CWITA000205,TCMBANKGE000205,NOS2,HEP-NOS; INOS; NOS; NOS2A,nitric oxide synthase 2,17q11.2,protein-coding,Clinical Trial target
CWITA000206,TCMBANKGE000206,FOXC2,FKHL14; LD; MFH-1; MFH1,forkhead box C2,16q24.1,protein-coding,Research target
CWITA000207,TCMBANKGE000207,DDX5,G17P1; HLR1; HUMP68; p68,DEAD-box helicase 5,17q23.3,protein-coding,Clinical Trial target
CWITA000208,TCMBANKGE000208,APOM,G3a; HSPC336; NG20; apo-M,apolipoprotein M,6p21.33,protein-coding,/
CWITA000209,TCMBANKGE000209,IZUMO1R,FOLR4; FR-delta; Folbp3; JUNO,"IZUMO1 receptor, JUNO",11q21,protein-coding,/
CWITA000210,TCMBANKGE000210,TRPC5,PPP1R159; TRP5,transient receptor potential cation channel subfamily C member 5,Xq23,protein-coding,Clinical Trial target
CWITA000211,TCMBANKGE000211,CLIP1,CLIP; CLIP-170; CLIP170; CYLN1; RSN,CAP-Gly domain containing linker protein 1,12q24.31,protein-coding,/
CWITA000212,TCMBANKGE000212,GRIN1,GluN1; MRD8; NDHMSD; NDHMSR; NMD-R1; NMDA1; NMDAR1; NR1,glutamate ionotropic receptor NMDA type subunit 1,9q34.3,protein-coding,Successful target
CWITA000213,TCMBANKGE000213,TRPM3,GON-2; LTRPC3; MLSN2,transient receptor potential cation channel subfamily M member 3,9q21.12-q21.13,protein-coding,Research target
CWITA000214,TCMBANKGE000214,SCD,FADS5; MSTP008; SCD1; SCDOS; hSCD1,stearoyl-CoA desaturase,10q24.31,protein-coding,Successful target
CWITA000215,TCMBANKGE000215,AMH,MIF; MIS,anti-Mullerian hormone,19p13.3,protein-coding,/
CWITA000216,TCMBANKGE000216,Hsp84-3,84kDa; Hsp90; hsp3,"heat shock protein, 3",-,other,/
CWITA000217,TCMBANKGE000217,P2RX7,P2X7,purinergic receptor P2X 7,12q24.31,protein-coding,Clinical Trial target
CWITA000218,TCMBANKGE000218,P2RX2,DFNA41; P2X2,purinergic receptor P2X 2,12q24.33,protein-coding,/
CWITA000219,TCMBANKGE000219,CCR5,CC-CKR-5; CCCKR5; CCR-5; CD195; CKR-5; CKR5; CMKBR5; IDDM22,C-C motif chemokine receptor 5,3p21.31,protein-coding,Successful target
CWITA000220,TCMBANKGE000220,EGR3,EGR-3; PILOT,early growth response 3,8p21.3,protein-coding,/
CWITA000221,TCMBANKGE000221,GRIA2,GLUR2; GLURB; GluA2; GluR-K2; HBGR2; gluR-2; gluR-B,glutamate ionotropic receptor AMPA type subunit 2,4q32.1,protein-coding,Research target
CWITA000222,TCMBANKGE000222,EDN1,ARCND3; ET1; HDLCQ7; PPET1; QME,endothelin 1,6p24.1,protein-coding,Research target
CWITA000223,TCMBANKGE000223,KEAP1,INrf2; KLHL19,kelch like ECH associated protein 1,19p13.2,protein-coding,Patented target
CWITA000224,TCMBANKGE000224,AGT,ANHU; SERPINA8; hFLT1,angiotensinogen,1q42.2,protein-coding,Research target
CWITA000225,TCMBANKGE000225,TFAM,MTDPS15; MTTF1; MTTFA; TCF6; TCF6L1; TCF6L2; TCF6L3,"transcription factor A, mitochondrial",10q21.1,protein-coding,/
CWITA000226,TCMBANKGE000226,UCP2,BMIQ4; SLC25A8; UCPH,uncoupling protein 2,11q13.4,protein-coding,Clinical Trial target
CWITA000227,TCMBANKGE000227,BMI1,FLVI2/BMI1; PCGF4; RNF51; flvi-2/bmi-1,"BMI1 proto-oncogene, polycomb ring finger",10p12.2,protein-coding,Research target
CWITA000228,TCMBANKGE000228,CRTC1,MAML2; MECT1; Mam-2; TORC-1; TORC1; WAMTP1,CREB regulated transcription coactivator 1,19p13.11,protein-coding,Research target
CWITA000229,TCMBANKGE000229,ACE2,ACEH,angiotensin I converting enzyme 2,Xp22.2,protein-coding,Clinical Trial target
CWITA000230,TCMBANKGE000230,ADIPOQ,ACDC; ACRP30; ADIPQTL1; ADPN; APM-1; APM1; GBP28,"adiponectin, C1Q and collagen domain containing",3q27.3,protein-coding,Research target
CWITA000231,TCMBANKGE000231,MAP2K1,CFC3; MAPKK1; MEK1; MKK1; PRKMK1,mitogen-activated protein kinase kinase 1,15q22.31,protein-coding,Clinical Trial target
CWITA000232,TCMBANKGE000232,ACTG2,ACT; ACTA3; ACTE; ACTL3; ACTSG; VSCM,"actin gamma 2, smooth muscle",2p13.1,protein-coding,/
CWITA000233,TCMBANKGE000233,DES,CDCD3; CSM1; CSM2; LGMD1D; LGMD1E; LGMD2R,desmin,2q35,protein-coding,/
CWITA000234,TCMBANKGE000234,Cyp2d22,2D22,"cytochrome P450, family 2, subfamily d, polypeptide 22",15|15 E1,protein-coding,/
CWITA000235,TCMBANKGE000235,NTRK2,EIEE58; GP145-TrkB; OBHD; TRKB; trk-B,neurotrophic receptor tyrosine kinase 2,9q21.33,protein-coding,Successful target
CWITA000236,TCMBANKGE000236,BDNF,ANON2; BULN2,brain derived neurotrophic factor,11p14.1,protein-coding,Clinical Trial target
CWITA000237,TCMBANKGE000237,CAMK2G,CAMK; CAMK-II; CAMKG; MRD59,calcium/calmodulin dependent protein kinase II gamma,10q22.2,protein-coding,/
CWITA000238,TCMBANKGE000238,IL10,CSIF; GVHDS; IL-10; IL10A; TGIF,interleukin 10,1q32.1,protein-coding,Clinical Trial target
CWITA000239,TCMBANKGE000239,UTRN,DMDL; DRP; DRP1,utrophin,6q24.2,protein-coding,Clinical Trial target
CWITA000240,TCMBANKGE000240,IL17A,CTLA-8; CTLA8; IL-17; IL-17A; IL17,interleukin 17A,6p12.2,protein-coding,Successful target
CWITA000241,TCMBANKGE000241,CASP8,ALPS2B; CAP4; Casp-8; FLICE; MACH; MCH5,caspase 8,2q33.1,protein-coding,Research target
CWITA000242,TCMBANKGE000242,SAA1,PIG4; SAA; SAA2; TP53I4,serum amyloid A1,11p15.1,protein-coding,Research target
CWITA000243,TCMBANKGE000243,LMNA,CDCD1; CDDC; CMD1A; CMT2B1; EMD2; FPL; FPLD; FPLD2; HGPS; IDC; LDP1; LFP; LGMD1B; LMN1; LMNC; LMNL1; MADA; PRO1,lamin A/C,1q22,protein-coding,/
CWITA000244,TCMBANKGE000244,ZMPSTE24,FACE-1; FACE1; HGPS; PRO1; STE24; Ste24p,zinc metallopeptidase STE24,1p34.2,protein-coding,/
CWITA000245,TCMBANKGE000245,CYBB,AMCBX2; CGD; GP91-1; GP91-PHOX; GP91PHOX; IMD34; NOX2; p91-PHOX,cytochrome b-245 beta chain,Xp21.1-p11.4,protein-coding,Research target
CWITA000246,TCMBANKGE000246,FOXO1,FKH1; FKHR; FOXO1A,forkhead box O1,13q14.11,protein-coding,Research target
CWITA000247,TCMBANKGE000247,SLC2A4,GLUT4,solute carrier family 2 member 4,17p13.1,protein-coding,Clinical Trial target
CWITA000248,TCMBANKGE000248,MMP10,SL-2; STMY2,matrix metallopeptidase 10,11q22.2,protein-coding,Research target
CWITA000249,TCMBANKGE000249,CCL22,A-152E5.1; ABCD-1; DC/B-CK; MDC; SCYA22; STCP-1,C-C motif chemokine ligand 22,16q21,protein-coding,Research target
CWITA000250,TCMBANKGE000250,CCL5,D17S136E; RANTES; SCYA5; SIS-delta; SISd; TCP228; eoCP,C-C motif chemokine ligand 5,17q12,protein-coding,Clinical Trial target
CWITA000251,TCMBANKGE000251,FGF2,BFGF; FGF-2; FGFB; HBGF-2,fibroblast growth factor 2,4q28.1,protein-coding,Successful target
CWITA000252,TCMBANKGE000252,PDE4A,DPDE2; PDE4; PDE46,phosphodiesterase 4A,19p13.2,protein-coding,Successful target
CWITA000253,TCMBANKGE000253,RAPGEF3,CAMP-GEFI; EPAC; EPAC1; HSU79275; bcm910,Rap guanine nucleotide exchange factor 3,12q13.11,protein-coding,/
CWITA000254,TCMBANKGE000254,VAMP5,-,vesicle associated membrane protein 5,2p11.2,protein-coding,/
CWITA000255,TCMBANKGE000255,CHAMP1,C13orf8; CAMP; CHAMP; MRD40; ZNF828,chromosome alignment maintaining phosphoprotein 1,13q34,protein-coding,/
CWITA000256,TCMBANKGE000256,PRKCA,AAG6; PKC-alpha; PKCA; PKCI+/-; PKCalpha; PRKACA,protein kinase C alpha,17q24.2,protein-coding,Successful target
CWITA000257,TCMBANKGE000257,FLT1,FLT; FLT-1; VEGFR-1; VEGFR1,fms related receptor tyrosine kinase 1,13q12.3,protein-coding,Successful target
CWITA000258,TCMBANKGE000258,EGR1,AT225; G0S30; KROX-24; NGFI-A; TIS8; ZIF-268; ZNF225,early growth response 1,5q31.2,protein-coding,Clinical Trial target
CWITA000259,TCMBANKGE000259,SCARB1,CD36L1; CLA-1; CLA1; HDLQTL6; SR-BI; SRB1,scavenger receptor class B member 1,12q24.31,protein-coding,Research target
CWITA000260,TCMBANKGE000260,APOB,FCHL2; FLDB; LDLCQ4; apoB-100; apoB-48,apolipoprotein B,2p24.1,protein-coding,Successful target
CWITA000261,TCMBANKGE000261,INS,IDDM; IDDM1; IDDM2; ILPR; IRDN; MODY10; PNDM4,insulin,11p15.5,protein-coding,Successful target
CWITA000262,TCMBANKGE000262,TBC1D9,GRAMD9; MDR1,TBC1 domain family member 9,4q31.21,protein-coding,/
CWITA000263,TCMBANKGE000263,Abcb1b,Abcb1; Mdr1; Mdr1b; Pgy-1; Pgy1; mdr,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",5 A1|5 3.43 cM,protein-coding,/
CWITA000264,TCMBANKGE000264,ABCB1,ABC20; CD243; CLCS; GP170; MDR1; P-GP; PGY1,ATP binding cassette subfamily B member 1,7q21.12,protein-coding,Successful target
CWITA000265,TCMBANKGE000265,SQSTM1,A170; DMRV; FTDALS3; NADGP; OSIL; PDB3; ZIP3; p60; p62; p62B,sequestosome 1,5q35.3,protein-coding,Research target
CWITA000266,TCMBANKGE000266,DCTN4,DYN4; P62,dynactin subunit 4,5q33.1,protein-coding,/
CWITA000267,TCMBANKGE000267,GTF2H1,BTF2; P62; TFB1; TFIIH,general transcription factor IIH subunit 1,11p15.1,protein-coding,/
CWITA000268,TCMBANKGE000268,NUP62,IBSN; SNDI; p62,nucleoporin 62,19q13.33,protein-coding,/
CWITA000269,TCMBANKGE000269,ATG5,APG5; APG5-LIKE; APG5L; ASP; SCAR25; hAPG5,autophagy related 5,6q21,protein-coding,/
CWITA000270,TCMBANKGE000270,KHDRBS1,Sam68; p62; p68,"KH RNA binding domain containing, signal transduction associated 1",1p35.2,protein-coding,Research target
CWITA000271,TCMBANKGE000271,APOE,AD2; APO-E; ApoE4; LDLCQ5; LPG,apolipoprotein E,19q13.32,protein-coding,Clinical Trial target
CWITA000272,TCMBANKGE000272,CUL5,CUL-5; VACM-1; VACM1,cullin 5,11q22.3,protein-coding,/
CWITA000273,TCMBANKGE000273,LOX,AAT10,lysyl oxidase,5q23.1,protein-coding,Research target
CWITA000274,TCMBANKGE000274,CCL2,GDCF-2; HC11; HSMCR30; MCAF; MCP-1; MCP1; SCYA2; SMC-CF,C-C motif chemokine ligand 2,17q12,protein-coding,Clinical Trial target
CWITA000275,TCMBANKGE000275,STXBP1,MUNC18-1; N-Sec1; NSEC1; P67; RBSEC1; UNC18; unc-18A; unc18-1,syntaxin binding protein 1,9q34.11,protein-coding,/
CWITA000276,TCMBANKGE000276,NOS1,IHPS1; N-NOS; NC-NOS; NOS; bNOS; nNOS,nitric oxide synthase 1,12q24.22,protein-coding,Clinical Trial target
CWITA000277,TCMBANKGE000277,CD33,SIGLEC-3; SIGLEC3; p67,CD33 molecule,19q13.41,protein-coding,Successful target
CWITA000278,TCMBANKGE000278,METAP2,MAP2; MNPEP; p67eIF2,methionyl aminopeptidase 2,12q22,protein-coding,Clinical Trial target
CWITA000279,TCMBANKGE000279,SPHK1,SPHK,sphingosine kinase 1,17q25.1,protein-coding,Clinical Trial target
CWITA000280,TCMBANKGE000280,VIM,-,vimentin,10p13,protein-coding,/
CWITA000281,TCMBANKGE000281,SNAI2,SLUG; SLUGH; SLUGH1; SNAIL2; WS2D,snail family transcriptional repressor 2,8q11.21,protein-coding,/
CWITA000282,TCMBANKGE000282,ELN,ADCL1; SVAS; WBS; WS,elastin,7q11.23,protein-coding,/
CWITA000283,TCMBANKGE000283,YARS2,CGI-04; MLASA2; MT-TYRRS; TYRRS,tyrosyl-tRNA synthetase 2,12p11.21,protein-coding,/
CWITA000284,TCMBANKGE000284,YARS1,CMTDIC; TYRRS; YARS; YRS; YTS,tyrosyl-tRNA synthetase 1,1p35.1,protein-coding,/
CWITA000285,TCMBANKGE000285,ENTPD5,CD39L4; NTPDase-5; PCPH,ectonucleoside triphosphate diphosphohydrolase 5 (inactive),14q24.3,protein-coding,/
CWITA000286,TCMBANKGE000286,GSK3B,-,glycogen synthase kinase 3 beta,3q13.33,protein-coding,Clinical Trial target
CWITA000287,TCMBANKGE000287,LAMP1,CD107a; LAMPA; LGP120,lysosomal associated membrane protein 1,13q34,protein-coding,Research target
CWITA000288,TCMBANKGE000288,ATF6,ACHM7; ATF6A,activating transcription factor 6,1q23.3,protein-coding,/
CWITA000289,TCMBANKGE000289,EIF2AK3,PEK; PERK; WRS,eukaryotic translation initiation factor 2 alpha kinase 3,2p11.2,protein-coding,Research target
CWITA000290,TCMBANKGE000290,NQO1,DHQU; DIA4; DTD; NMOR1; NMORI; QR1,NAD(P)H quinone dehydrogenase 1,16q22.1,protein-coding,Clinical Trial target
CWITA000291,TCMBANKGE000291,NSG1,D4S234; D4S234E; NEEP21; P21,neuronal vesicle trafficking associated 1,4p16.3,protein-coding,/
CWITA000292,TCMBANKGE000292,TCEAL1,SIIR; WEX9; p21; pp21,transcription elongation factor A like 1,Xq22.2,protein-coding,/
CWITA000293,TCMBANKGE000293,TPT1,HRF; TCTP; p02; p23,"tumor protein, translationally-controlled 1",13q14.13,protein-coding,Discontinued target
CWITA000294,TCMBANKGE000294,CDKN1A,CAP20; CDKN1; CIP1; MDA-6; P21; SDI1; WAF1; p21CIP1,cyclin dependent kinase inhibitor 1A,6p21.2,protein-coding,Research target
CWITA000295,TCMBANKGE000295,FOXO3,AF6q21; FKHRL1; FKHRL1P2; FOXO2; FOXO3A,forkhead box O3,6q21,protein-coding,/
CWITA000296,TCMBANKGE000296,PRDX2,HEL-S-2a; NKEF-B; NKEFB; PRP; PRX2; PRXII; PTX1; TDPX1; TPX1; TSA,peroxiredoxin 2,19p13.13,protein-coding,/
CWITA000297,TCMBANKGE000297,JAK2,JTK10; THCYT3,Janus kinase 2,9p24.1,protein-coding,Successful target
CWITA000298,TCMBANKGE000298,SOD1,ALS; ALS1; HEL-S-44; IPOA; SOD; STAHP; hSod1; homodimer,superoxide dismutase 1,21q22.11,protein-coding,Clinical Trial target
CWITA000299,TCMBANKGE000299,HMGCR,LDLCQ3,3-hydroxy-3-methylglutaryl-CoA reductase,5q13.3,protein-coding,Successful target
CWITA000300,TCMBANKGE000300,SLC1A3,EA6; EAAT1; GLAST; GLAST1,solute carrier family 1 member 3,5p13.2,protein-coding,Research target
CWITA000301,TCMBANKGE000301,SLC2A1,CSE; DYT17; DYT18; DYT9; EIG12; GLUT; GLUT-1; GLUT1; GLUT1DS; HTLVR; PED; SDCHCN,solute carrier family 2 member 1,1p34.2,protein-coding,Research target
CWITA000302,TCMBANKGE000302,KCNQ1,ATFB1; ATFB3; JLNS1; KCNA8; KCNA9; KVLQT1; Kv1.9; Kv7.1; LQT; LQT1; RWS; SQT2; WRS,potassium voltage-gated channel subfamily Q member 1,11p15.5-p15.4,protein-coding,Successful target
CWITA000303,TCMBANKGE000303,KCNA4,HBK4; HK1; HPCN2; HUKII; KCNA4L; KCNA8; KV1.4; MCIDDS; PCN2,potassium voltage-gated channel subfamily A member 4,11p14.1,protein-coding,/
CWITA000304,TCMBANKGE000304,KCNA5,ATFB7; HCK1; HK2; HPCN1; KV1.5; PCN1,potassium voltage-gated channel subfamily A member 5,12p13.32,protein-coding,Successful target
CWITA000305,TCMBANKGE000305,PIK3CD,APDS; IMD14; P110DELTA; PI3K; p110D,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",1p36.22,protein-coding,Successful target
CWITA000306,TCMBANKGE000306,PIK3CG,PI3CG; PI3K; PI3Kgamma; PIK3; p110gamma; p120-PI3K,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",7q22.3,protein-coding,Successful target
CWITA000307,TCMBANKGE000307,PIK3CB,P110BETA; PI3K; PI3KBETA; PIK3C1,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",3q22.3,protein-coding,Research target
CWITA000308,TCMBANKGE000308,PIK3CA,CLAPO; CLOVE; CWS5; MCAP; MCM; MCMTC; PI3K; PI3K-alpha; p110-alpha,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",3q26.32,protein-coding,Successful target
CWITA000309,TCMBANKGE000309,SCN5A,CDCD2; CMD1E; CMPD2; HB1; HB2; HBBD; HH1; ICCD; IVF; LQT3; Nav1.5; PFHB1; SSS1; VF1,sodium voltage-gated channel alpha subunit 5,3p22.2,protein-coding,Successful target
CWITA000310,TCMBANKGE000310,FOSB,AP-1; G0S3; GOS3; GOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",19q13.32,protein-coding,/
CWITA000311,TCMBANKGE000311,JUND,AP-1,"JunD proto-oncogene, AP-1 transcription factor subunit",19p13.11,protein-coding,/
CWITA000312,TCMBANKGE000312,JUNB,AP-1,"JunB proto-oncogene, AP-1 transcription factor subunit",19p13.13,protein-coding,/
CWITA000313,TCMBANKGE000313,JUN,AP-1; AP1; c-Jun; cJUN; p39,"Jun proto-oncogene, AP-1 transcription factor subunit",1p32.1,protein-coding,Discontinued target
CWITA000314,TCMBANKGE000314,LTC4S,-,leukotriene C4 synthase,5q35.3,protein-coding,Research target
CWITA000315,TCMBANKGE000315,IL4,BCGF-1; BCGF1; BSF-1; BSF1; IL-4,interleukin 4,5q31.1,protein-coding,Clinical Trial target
CWITA000316,TCMBANKGE000316,IL5,EDF; IL-5; TRF,interleukin 5,5q31.1,protein-coding,Successful target
CWITA000317,TCMBANKGE000317,LXN,ECI; TCI,latexin,3q25.32,protein-coding,/
CWITA000318,TCMBANKGE000318,HMGB1,HMG-1; HMG1; HMG3; SBP-1,high mobility group box 1,13q12.3,protein-coding,Research target
CWITA000319,TCMBANKGE000319,GPX1,GPXD; GSHPX1,glutathione peroxidase 1,3p21.31,protein-coding,Research target
CWITA000320,TCMBANKGE000320,SOD2-OT1,SOD2,SOD2 overlapping transcript 1,6q25.3,ncRNA,/
CWITA000321,TCMBANKGE000321,NOX4,KOX; KOX-1; RENOX,NADPH oxidase 4,11q14.3,protein-coding,Clinical Trial target
CWITA000322,TCMBANKGE000322,H2AX,H2A.X; H2A/X; H2AFX,H2A.X variant histone,11q23.3,protein-coding,/
CWITA000323,TCMBANKGE000323,BRCA1,BRCAI; BRCC1; BROVCA1; FANCS; IRIS; PNCA4; PPP1R53; PSCP; RNF53,BRCA1 DNA repair associated,17q21.31,protein-coding,/
CWITA000324,TCMBANKGE000324,BTK,AGMX1; AT; ATK; BPK; IGHD3; IMD1; PSCTK1; XLA,Bruton tyrosine kinase,Xq22.1,protein-coding,Successful target
CWITA000325,TCMBANKGE000325,VAV1,VAV,vav guanine nucleotide exchange factor 1,19p13.3,protein-coding,/
CWITA000326,TCMBANKGE000326,SELP,CD62; CD62P; GMP140; GRMP; LECAM3; PADGEM; PSEL,selectin P,1q24.2,protein-coding,Clinical Trial target
CWITA000327,TCMBANKGE000327,SYK,p72-Syk,spleen associated tyrosine kinase,9q22.2,protein-coding,Successful target
CWITA000328,TCMBANKGE000328,PTPN11,BPTP3; CFC; JMML; METCDS; NS1; PTP-1D; PTP2C; SH-PTP2; SH-PTP3; SHP2,protein tyrosine phosphatase non-receptor type 11,12q24.13,protein-coding,Clinical Trial target
CWITA000329,TCMBANKGE000329,STAT6,D12S1644; IL-4-STAT; STAT6B; STAT6C,signal transducer and activator of transcription 6,12q13.3,protein-coding,Research target
CWITA000330,TCMBANKGE000330,HMOX1,HMOX1D; HO-1; HSP32; bK286B10,heme oxygenase 1,22q12.3,protein-coding,Clinical Trial target
CWITA000331,TCMBANKGE000331,CALCA,CALC1; CGRP; CGRP-I; CGRP-alpha; CGRP1; CT; KC; PCT,calcitonin related polypeptide alpha,11p15.2,protein-coding,Clinical Trial target
CWITA000332,TCMBANKGE000332,CCL20,CKb4; Exodus; LARC; MIP-3-alpha; MIP-3a; MIP3A; SCYA20; ST38,C-C motif chemokine ligand 20,2q36.3,protein-coding,Clinical Trial target
CWITA000333,TCMBANKGE000333,CCR6,BN-1; C-C CKR-6; CC-CKR-6; CCR-6; CD196; CKR-L3; CKRL3; CMKBR6; DCR2; DRY6; GPR29; GPRCY4; STRL22,C-C motif chemokine receptor 6,6q27,protein-coding,/
CWITA000334,TCMBANKGE000334,GATA1,ERYF1; GATA-1; GF-1; GF1; NF-E1; NFE1; XLANP; XLTDA; XLTT,GATA binding protein 1,Xp11.23,protein-coding,/
CWITA000335,TCMBANKGE000335,ITPR1,ACV; CLA4; INSP3R1; IP3R; IP3R1; PPP1R94; SCA15; SCA16; SCA29,"inositol 1,4,5-trisphosphate receptor type 1",3p26.1,protein-coding,Research target
CWITA000336,TCMBANKGE000336,PLSCR1,MMTRA1B,phospholipid scramblase 1,3q24,protein-coding,/
